,Name,Year,Global_Sales
562,Atelier Meruru: Alchemist of Arland 3,2011.0,0.24
563,Atelier Meruru: Alchemist of Arland 3,2013.0,0.06
564,Atelier Rorona: Alchemist of Arland,2009.0,0.5
565,Atelier Rorona: Alchemist of Arland,2013.0,0.05
566,Atelier Shallie Plus: Alchemists of the Dusk Sea,2016.0,0.03
567,Atelier Shallie: Alchemists of the Dusk Sea,2014.0,0.2
568,Atelier Sophie: The Alchemist of the Mysterious Book,2015.0,0.19
569,Atelier Totori: The Adventurer of Arland,2010.0,0.43
570,Atelier Totori: The Adventurer of Arland,2012.0,0.09
571,Athens 2004,2004.0,0.27
572,Atlantic Quest,2011.0,0.02
573,Atlantis,1981.0,1.27
574,Atomic Betty,2005.0,0.03
575,Attack of the Movies 3D,2010.0,0.15
576,Attack on Titan (KOEI),2016.0,0.42000000000000004
577,Attack on Titan: Humanity in Chains,2013.0,0.41
578,Auto Destruct,1998.0,0.08
579,Auto Modellista,2002.0,0.39
580,Auto Modellista,2003.0,0.03
581,Automobili Lamborghini,1997.0,0.47
582,Avalon Code,2008.0,0.24
583,Avatar: The Game,2009.0,3.48
584,Avatar: The Last Airbender,2006.0,1.2300000000000002
585,Avatar: The Last Airbender - Into the Inferno,2008.0,0.5700000000000001
586,Avatar: The Last Airbender - The Burning Earth,2007.0,1.1600000000000001
587,Away: Shuffle Dungeon,2008.0,0.03
588,Azada,2012.0,0.02
589,Azure Dreams,1997.0,0.13
590,Azure Striker Gunvolt: Striker Pack,2016.0,0.01
591,Azurik: Rise of Perathia,2001.0,0.24
592,B's-LOG Party♪,2010.0,0.04
593,B-17: Fortress in the Sky,2007.0,0.02
594,B-Boy,2006.0,0.05
595,"BCFX: The Black College Football Xperience, The Doug Williams Edition",2009.0,0.16
596,BIT.TRIP COMPLETE,2011.0,0.1
597,BIT.TRIP SAGA,2011.0,0.14
598,BMX XXX,2002.0,0.32
599,BRAHMA Force: The Assault on Beltlogger 9,1996.0,0.03
600,Baby Pals,2007.0,0.28
601,Babysitting Mama,2010.0,0.5
602,Babysitting Mania,2008.0,0.26
603,Back At The Barnyard: Slop Bucket Games,2008.0,0.14
604,Back to the Future: The Game,2011.0,0.15
605,Back to the Future: The Game,2015.0,0.22
606,Backstreet Billiards,1998.0,0.34
607,Backyard Baseball,2002.0,0.43
608,Backyard Baseball,2003.0,0.13
609,Backyard Baseball,2004.0,0.49
610,Backyard Baseball '09,2008.0,0.19
611,Backyard Baseball '10,2009.0,0.4
612,Backyard Baseball 2006,2005.0,0.35
613,Backyard Basketball,2004.0,0.18
614,Backyard Hockey,2003.0,0.2
615,Backyard Hockey,2007.0,0.07
616,Backyard NBA Basketball,2003.0,0.59
617,Backyard NBA Basketball,2007.0,0.07
618,Backyard NFL Football,2002.0,0.8200000000000001
619,Backyard NFL Football,2007.0,0.05
620,Backyard NFL Football '08,2007.0,0.06
621,Backyard NFL Football '09,2008.0,0.46
622,Backyard NFL Football '10,2009.0,0.34
623,Backyard NFL Football 2006,2005.0,0.23
624,Backyard Skateboarding 2006,2004.0,0.06
625,Backyard Soccer,2001.0,0.13
626,Backyard Sports Football: Rookie Rush,2010.0,0.42000000000000004
627,Backyard Sports: Sandlot Sluggers,2010.0,0.4
628,Backyard Wrestling 2: There Goes the Neighborhood,2004.0,0.4
629,Backyard Wrestling: Don't Try This at Home,2003.0,0.77
630,Bad Apple Wars,2015.0,0.03
631,Bad Boys: Miami Takedown,2004.0,1.38
632,Bae Yong-joon to Manabu Kankokugo DS,2009.0,0.03
633,Bahamut Lagoon,1996.0,0.62
634,Baja: Edge of Control,2008.0,0.41000000000000003
635,Bakemonogatari Portable,2012.0,0.05
636,Baku Baku,1995.0,0.05
637,Bakugan Battle Brawlers: Defenders of the Core,2010.0,1.1300000000000001
638,Bakugan: Battle Brawlers,2009.0,2.9800000000000004
639,Bakugan: Battle Trainer,2010.0,0.13
640,Bakugan: Rise of the Resistance,2011.0,0.09
641,Bakumatsu Koihana: Shinsengumi DS,2008.0,0.01
642,Bakumatsu Renka: Karyuu Kenshi-den,2007.0,0.02
643,Bakumatsu Rock,2014.0,0.01
644,Bakumatsu Rock: Ultra Soul,2014.0,0.03
645,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,1998.0,0.38
646,Bakusou Kyoudai Let's & Go!! Eternal Wings,1998.0,0.05
647,Baldur's Gate: Dark Alliance,2001.0,1.24
648,Baldur's Gate: Dark Alliance,2002.0,0.34
649,Baldur's Gate: Dark Alliance,2004.0,0.03
650,Baldur's Gate: Dark Alliance II,2004.0,0.9400000000000001
651,Ball Breakers,2000.0,0.18
652,Ballblazer Champions,1997.0,0.02
653,Ballistic,1999.0,0.04
654,Ballistic: Ecks vs. Sever,2002.0,0.1
655,Balloon Fight,1985.0,0.92
656,Balloon Pop,2007.0,0.05
657,Balloon Pop,2009.0,0.14
658,Balloon Pop 2,2012.0,0.01
659,Balls of Fury,2007.0,0.04
660,Band Hero,2009.0,3.4000000000000004
661,Bangai-O Spirits,2008.0,0.08
662,Banjo-Kazooie,1998.0,3.65
663,Banjo-Kazooie,2008.0,0.01
664,Banjo-Kazooie: Grunty's Revenge,2003.0,0.33
665,Banjo-Kazooie: Nuts & Bolts,2008.0,0.78
666,Banjo-Pilot,2005.0,0.1
667,Banjo-Tooie,2000.0,1.49
668,Bank Heist,1982.0,0.34
669,Banushi Life Game: Winner's Circle,2007.0,0.04
670,Barbarian,2002.0,0.14
671,Barbie Explorer,2001.0,0.14
672,Barbie Fashion Show: An Eye for Style,2008.0,0.21
673,Barbie Groovy Games,2002.0,0.56
674,Barbie Horse Adventures: Blue Ribbon Race,2003.0,0.37
675,Barbie Horse Adventures: Riding Camp,2008.0,0.94
676,Barbie Horse Adventures: Wild Horse Rescue,2003.0,0.55
677,Barbie Super Sports,1999.0,0.22
678,Barbie Superpack: Secret Agent / Groovy Games,2005.0,0.15
679,Barbie and Her Sisters Puppy Rescue,2015.0,0.13
680,Barbie and the Magic of Pegasus,2005.0,0.09
681,Barbie and the Three Musketeers,2009.0,0.36
682,Barbie as The Island Princess,2007.0,1.1099999999999999
683,Barbie as the Princess and the Pauper,2004.0,0.02
684,Barbie in The 12 Dancing Princesses,2007.0,0.11
685,Barbie: Groom and Glam Pups,2010.0,0.66
686,"Barbie: Jet, Set & Style!",2011.0,0.72
687,Barbie: Race & Ride,1999.0,0.59
688,Barnstorming,1981.0,0.43
689,Barnyard,2006.0,0.3
690,Barnyard Blast: Swine of the Night,2008.0,0.02
691,Baroque,2007.0,0.13
692,Baroque,2008.0,0.08
693,Baseball,1983.0,3.2
694,Baseball,1989.0,1.61
695,Baseball Advance,2002.0,0.13
696,Baseball Blast!,2009.0,0.15
697,Bases Loaded '96: Double Header,1995.0,0.5
698,Basketball Hall of Fame Ultimate Hoops Challenge,2010.0,0.07
699,Bass Hunter 64,1999.0,0.31
700,Bass Landing,1999.0,0.62
701,Bass Pro Shops: The Hunt,2010.0,0.32999999999999996
702,Bass Pro Shops: The Strike,2009.0,0.7
703,Bass Rise,1999.0,0.05
704,Bass Strike,2001.0,0.28
705,Bassmasters 2000,1999.0,0.14
706,Bastard!! Utsuro Naru Kamigami no Utsuwa,1996.0,0.21
707,Baten Kaitos Origins,2006.0,0.1
708,Baten Kaitos: Eternal Wings and the Lost Ocean,2003.0,0.27
709,Batman & Robin,1998.0,0.11
710,Batman Begins,2005.0,1.09
711,Batman Beyond: Return of the Joker,2000.0,0.26
712,Batman Forever: The Arcade Game,1996.0,0.03
713,Batman: A Telltale Game Series,2016.0,0.05
714,Batman: Arkham Asylum,2009.0,8.07
715,Batman: Arkham City,2011.0,10.819999999999999
716,Batman: Arkham City,2012.0,0.38
717,Batman: Arkham Knight,2015.0,5.37
718,Batman: Arkham Origins,2013.0,4.970000000000001
719,Batman: Arkham Origins Blackgate,2013.0,0.8
720,Batman: Dark Tomorrow,2003.0,0.19
721,Batman: Gotham City Racer,2001.0,0.05
722,Batman: Rise of Sin Tzu,2003.0,0.5900000000000001
723,Batman: The Brave and the Bold the Videogame,2010.0,0.6
724,Batman: Vengeance,2001.0,0.99
725,Battalion Wars,2005.0,0.4
726,Battalion Wars 2,2007.0,0.35
727,Battle & Get! Pokemon Typing DS,2011.0,0.29
728,Battle Arena Toshinden,1994.0,1.27
729,Battle Arena Toshinden 2,1995.0,0.71
730,Battle Arena Toshinden 3,1996.0,0.27
731,Battle Arena Toshinden Remix,1994.0,0.12
732,Battle Arena Toshinden URA,1995.0,0.03
733,Battle Assault 3 featuring Gundam Seed,2004.0,0.03
734,Battle Commander: Hachibushu Shura no Heihou,1991.0,0.18
735,Battle Dodge Ball,1991.0,0.33
736,Battle Engine Aquila,2003.0,0.05
737,Battle Fantasia,2008.0,0.09999999999999999
738,Battle Hunter,1999.0,0.04
739,Battle Princess of Arcadias,2013.0,0.02
740,Battle Rage,2008.0,0.04
741,Battle Soccer: Field no Hasha,1992.0,0.16
742,Battle Spirits: Digital Starter,2010.0,0.04
743,Battle Spirits: Hero's Soul,2010.0,0.02
744,Battle Spirits: Kiseki no Hasha,2009.0,0.02
745,Battle Stadium D.O.N,2006.0,0.24
746,Battle Stations,1997.0,0.78
747,Battle Worlds: Kronos,2016.0,0.01
748,Battle of Giants: Dinosaurs,2008.0,0.83
749,Battle of Giants: Dinosaurs Strike,2010.0,0.2
750,Battle of Giants: Dragons,2009.0,0.63
751,Battle of Giants: Mutant Insects,2010.0,0.27
752,Battle vs. Chess,2011.0,0.03
753,BattleBots: Beyond the BattleBox,2002.0,0.06
754,BattleForge,2009.0,0.01
755,BattleTanx,1998.0,0.33
756,BattleTanx: Global Assault,1999.0,0.39
757,Battleborn,2016.0,0.42
758,Battlebots: Design & Destroy,2003.0,0.44
759,Battlefield 1942,2002.0,0.03
760,Battlefield 1942: The WW II Anthology,2004.0,0.03
761,Battlefield 2,2005.0,0.08
762,Battlefield 2142,2006.0,0.03
763,Battlefield 2: Modern Combat,2005.0,1.0
764,Battlefield 2: Modern Combat,2006.0,0.41
765,Battlefield 2: Modern Combat(JP sales),2005.0,0.02
766,Battlefield 3,2011.0,17.36
767,Battlefield 4,2013.0,14.030000000000001
768,Battlefield Vietnam,2004.0,0.03
769,Battlefield: Bad Company,2008.0,2.81
770,Battlefield: Bad Company 2,2010.0,7.16
771,Battlefield: Hardline,2015.0,4.26
772,Battles of Prince of Persia,2005.0,0.12
773,Battleship / Connect Four / Sorry! / Trouble,2006.0,0.05
774,Battlestar Galactica,2003.0,0.24
775,Battlestations: Midway,2007.0,0.27
776,Battlestations: Pacific,2009.0,0.36
777,Battlezone,1982.0,0.62
778,Battlezone,2006.0,0.03
779,Battlezone: Rise of the Black Dogs,2000.0,0.07
780,Bayonetta,2009.0,2.17
781,Bayonetta 2,2014.0,1.01
782,Beach Spikers: Virtua Beach Volleyball,2002.0,0.1
783,Beamrider,1984.0,0.27
784,Beastly,2011.0,0.03
785,Beastly Frantic Foto,2011.0,0.05
786,Beat City,2010.0,0.07
787,Beat Down: Fists of Vengeance,2005.0,0.17
788,Beat Sketch!,2010.0,0.08
789,BeatMania,1998.0,1.09
790,BeatMania,2006.0,0.07
791,BeatMania Append 3rdMix,1998.0,0.6
792,BeatMania Append 4thMix: The beat goes on,1999.0,0.29
793,BeatMania Append GottaMix,1999.0,0.33
794,BeatMania IIDX 11: IIDX Red,2006.0,0.02
795,BeatMania IIDX 13: DistorteD,2007.0,0.03
796,BeatMania IIDX 14 Gold,2008.0,0.03
797,BeatMania IIDX 15: DJ Troopers,2008.0,0.03
798,BeatMania IIDX 16: Empress + Premium Best,2009.0,0.04
799,BeatMania IIDX 3rd Style,2000.0,0.05
800,BeatMania IIDX 4th Style: New Songs Collection,2001.0,0.05
801,Beatdown: Fists of Vengeance,2005.0,0.04
802,Beaterator,2009.0,0.09
803,Beautiful Katamari,2007.0,0.32
804,Bee Movie Game,2007.0,1.06
805,Beetle Adventure Racing!,1999.0,0.62
806,Beijing 2008,2008.0,1.46
807,Bejeweled 2 Deluxe,2006.0,0.02
808,Bejeweled 3,2010.0,0.08
809,Bejeweled Blitz,2010.0,0.02
810,Bejeweled Twist,2008.0,0.05
811,Bejeweled Twist,2010.0,0.1
812,Bella Sara,2008.0,0.09
813,Bella Sara 2 - The Magic of Drasilmare,2013.0,0.02
814,Ben 10 Alien Force: Vilgax Attacks,2009.0,1.79
815,Ben 10 Galactic Racing,2011.0,0.59
816,Ben 10 Galactic Racing,2012.0,0.05
817,Ben 10 Omniverse 2,2013.0,0.03
818,Ben 10 Triple Pack,2011.0,0.27
819,Ben 10 Ultimate Alien: Cosmic Destruction,2010.0,1.5
820,Ben 10: Alien Force,2008.0,2.92
821,Ben 10: Protector of Earth,2007.0,4.489999999999999
822,Bentley's Hackpack,2005.0,0.93
823,Beowulf: The Game,2007.0,0.65
824,Berzerk,1981.0,0.73
825,Best Friends Tonight,2010.0,0.03
826,Best Of Tests,2008.0,0.01
827,Betty Boop's Double Shift,2007.0,0.03
828,BeyBlade VForce: Super Tournament Battle,2002.0,0.21
829,Beyblade Evolution,2013.0,0.03
830,Beyblade G-Revolution,2004.0,0.2
831,Beyblade VForce: Ultimate Blader Jam,2003.0,0.73
832,Beyblade: Metal Fusion,2009.0,0.26
833,Beyblade: Metal Fusion - Battle Fortress,2009.0,0.2
834,Beyblade: Metal Masters,2010.0,0.28
835,Beyond Good & Evil,2003.0,0.5
836,Beyond Oasis,1993.0,0.05
837,Beyond The Beyond,1995.0,0.57
838,Beyond: Two Souls,2013.0,1.79
839,Bicycle Casino 2005,2004.0,0.23
840,Big Air,1999.0,0.19
841,Big Air Freestyle,2002.0,0.05
842,Big Bang Mini,2009.0,0.06
843,Big Bass Fishing,2002.0,0.02
844,Big Bass World Championship,1997.0,0.36
845,Big Beach Sports,2008.0,1.67
846,Big Brain Academy,2005.0,6.67
847,Big Brain Academy: Wii Degree,2007.0,3.82
848,Big Family Games,2009.0,0.23
849,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,1996.0,0.03
850,Big Idea's VeggieTales: LarryBoy and the Bad Apple,2006.0,0.04
851,Big League Sports,2008.0,0.1
852,Big League Sports,2011.0,0.21
853,Big League Sports: Summer,2009.0,0.2
854,Big Mountain 2000,1998.0,0.03
855,Big Mutha Truckers,2002.0,1.03
856,Big Mutha Truckers,2003.0,0.08
857,Big Mutha Truckers,2005.0,0.04
858,Big Mutha Truckers 2,2005.0,0.27
859,Big Strike Bowling,2003.0,0.42
860,Bigfoot King of Crush,2011.0,0.03
861,Bigfoot: Collision Course,2008.0,0.32
862,Bigfoot: Collision Course,2009.0,0.15
863,Biker Mice From Mars,2006.0,0.06
864,Biker Mice From Mars,2007.0,0.03
865,Billy Hatcher and the Giant Egg,2003.0,0.25
866,Billy the Wizard: Rocket Broomstick Racing,2007.0,0.05
867,Billy's Boot Camp: Wii de Enjoy Diet!,2011.0,0.07
868,Binary Domain,2012.0,0.52
869,Binary Star,2014.0,0.01
870,Bio FREAKS,1998.0,0.27
871,BioShock,2007.0,3.24
872,BioShock,2008.0,1.45
873,BioShock 2,2010.0,3.76
874,BioShock Infinite,2013.0,4.39
875,BioShock The Collection,2016.0,0.28
876,Biohazard: Revival Selection,2011.0,0.21
877,Bionic Commando,2009.0,0.65
878,Bionicle,2003.0,0.79
879,Bionicle Heroes,2006.0,0.24
880,Bionicle Heroes,2007.0,0.04
881,Bionicle: Matoran Adventures,2002.0,0.26
882,Birds of Steel,2012.0,0.41000000000000003
883,Birthday Party Bash,2009.0,0.32
884,Bishoujo Senshi Sailormoon R,1993.0,0.27
885,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,1994.0,0.12
886,Black,2006.0,1.67
887,Black & Bruised,2003.0,0.21000000000000002
888,Black & White,2001.0,0.04
889,Black & White 2,2005.0,0.09
890,Black * Rock Shooter: The Game,2011.0,0.15
891,Black Bass with Blue Marlin,1999.0,0.11
892,Black Cat,2006.0,0.01
893,Black Dawn,1996.0,0.13
894,Black Jack vs. Matsudajun,2000.0,0.05
895,Black Mirror 2,2009.0,0.05
896,Black Rose Valkyrie,2016.0,0.02
897,Black Sigil: Blade of the Exiled,2009.0,0.05
898,Black Stone: Magic & Steel,2003.0,0.04
899,Black/Matrix,1998.0,0.08
900,Blacksite: Area 51,2007.0,0.6599999999999999
901,Blackthorne,2003.0,0.01
902,Blackwater,2011.0,0.12
903,Blade Arcus from Shining EX,2015.0,0.04
904,Blade Dancer: Lineage of Light,2006.0,0.06
905,Blade II,2002.0,0.44
906,Blades of Blood: Samurai Shodown III,1995.0,0.08
907,Blades of Time,2012.0,0.21000000000000002
908,Bladestorm: Nightmare,2015.0,0.24000000000000002
909,Bladestorm: The Hundred Years' War,2007.0,0.39
910,Blast Chamber,1996.0,0.1
911,Blast Corps,1997.0,0.71
912,Blast Lacrosse,2001.0,0.06
913,Blast Radius,1998.0,0.07
914,"Blast Works: Build, Trade, Destroy",2008.0,0.1
915,Blaster Master: Blasting Again,2000.0,0.25
916,Blasto,1998.0,0.35
917,BlazBlue: Calamity Trigger,2009.0,0.94
918,BlazBlue: Calamity Trigger,2010.0,0.01
919,BlazBlue: Calamity Trigger Portable,2010.0,0.11
920,BlazBlue: Chrono Phantasma,2013.0,0.29
921,BlazBlue: Chrono Phantasma,2014.0,0.11
922,BlazBlue: Chrono Phantasma Extend,2015.0,0.31
923,BlazBlue: Continuum Shift,2010.0,0.73
924,BlazBlue: Continuum Shift II,2011.0,0.24
925,Blazblue: Continuum Shift Extend,2011.0,0.21
926,Blazblue: Continuum Shift Extend,2012.0,0.01
927,Blaze Union: Story to Reach the Future,2010.0,0.03
928,Blazer Drive,2008.0,0.01
929,Blazing Angels 2: Secret Missions of WWII,2007.0,0.29000000000000004
930,Blazing Angels: Squadrons of WWII,2006.0,1.1900000000000002
931,Blazing Angels: Squadrons of WWII,2007.0,0.85
932,Blazing Dragons,1996.0,0.15
933,Blazing Heroes,1995.0,0.3
934,Blazing Souls,2006.0,0.02
935,Blazing Souls: Accelate,2009.0,0.05
936,Bleach DS 4th: Flame Bringer,2009.0,0.03
937,Bleach GC: Tasogare Ni Mamieru Shinigami,2005.0,0.09
938,Bleach: Blade Battlers,2006.0,0.05
939,Bleach: Blade Battlers 2nd,2007.0,0.06
940,Bleach: Dark Souls,2007.0,0.15
941,Bleach: Dark Souls (JP sales),2007.0,0.1
942,Bleach: Erabareshi Tamashii,2005.0,0.08
943,Bleach: Hanatareshi Yabou,2006.0,0.07
944,Bleach: Heat the Soul,2005.0,0.09
945,Bleach: Heat the Soul 3,2006.0,0.07
946,Bleach: Heat the Soul 4,2007.0,0.08
947,Bleach: Heat the Soul 5,2008.0,0.08
948,Bleach: Heat the Soul 6,2009.0,0.09
949,Bleach: Heat the Soul 7,2010.0,0.08
950,Bleach: Shattered Blade,2006.0,0.33
951,Bleach: Soul Carnival,2008.0,0.05
952,Bleach: Soul Carnival 2,2009.0,0.03
953,Bleach: Soul Resurreccion,2011.0,0.5
954,Bleach: The 3rd Phantom,2008.0,0.2
955,Bleach: The Blade of Fate,2006.0,0.46
956,Bleach: Versus Crusade,2008.0,0.06
957,Blender Bros.,2002.0,0.02
958,Blinx 2: Masters of Time & Space,2004.0,0.15
959,Blinx: The Time Sweeper,2002.0,0.56
960,Blitz: Overtime,2006.0,0.09
961,Blitz: The League,2004.0,0.53
962,Blitz: The League,2005.0,0.89
963,Blitz: The League,2006.0,0.16
964,Blitz: The League II,2008.0,0.26
965,Blitzkrieg 2 Anthology,2008.0,0.01
966,Block Kuzushi,1995.0,0.05
967,Block Party,2008.0,0.16
968,Blokus Portable: Steambot Championship,2006.0,0.03
969,Blood Bowl,2009.0,0.21000000000000002
970,Blood Bowl: Legendary Edition,2010.0,0.02
971,Blood Drive,2010.0,0.18
972,Blood Omen 2,2002.0,0.6300000000000001
973,Blood Omen: Legacy of Kain,1996.0,0.44
974,Blood Wake,2001.0,0.57
975,Blood Will Tell: Tezuka Osamu's Dororo,2004.0,0.04
976,Blood of Bahamut,2009.0,0.09
977,Blood: The Last Vampire (Joukan),2000.0,0.09
978,BloodRayne,2002.0,0.74
979,BloodRayne 2,2004.0,0.42000000000000004
980,Bloodborne,2015.0,2.38
981,Bloody Roar,1997.0,0.39
982,Bloody Roar 3,2001.0,0.35
983,Bloody Roar 4,2003.0,0.09
984,Bloody Roar Extreme,2003.0,0.04
985,Bloody Roar II,1999.0,0.46
986,Bloody Roar: Primal Fury,2002.0,0.18
987,BlowOut,2003.0,0.28
988,Blue Breaker: Ken Yorimo Hohoemi o,1996.0,0.03
989,Blue Dragon,2006.0,0.92
990,Blue Dragon Plus,2008.0,0.22
991,Blue Dragon: Awakened Shadow,2009.0,0.1
992,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,2010.0,0.04
993,Blue Stinger,1999.0,0.1
994,Blue's Clues: Blue's Big Musical,2001.0,0.5
995,Blues Brothers 2000,2000.0,0.05
996,Blur,2010.0,1.4
997,Board Game Classics,2005.0,0.08
998,Board Game: Top Shop,1999.0,0.02
999,Bob the Builder: Can We Fix It?,2000.0,0.57
1000,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,2002.0,0.03
1001,Bode Miller Alpine Skiing,2006.0,0.03
1002,Body Harvest,1998.0,0.2
1003,Body and Brain Connection,2010.0,0.2
1004,Bodycount,2011.0,0.22999999999999998
1005,Bogey: Dead 6,1996.0,0.09
1006,Boing! Docomodake DS,2007.0,0.05
1007,Boktai 2: Solar Boy Django,2004.0,0.04
1008,Boktai: The Sun is in Your Hand,2003.0,0.15
1009,Boku no Natsuyasumi,2000.0,0.4
1010,Boku no Natsuyasumi 2: Umi no Bouken Hen,2002.0,0.41
1011,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,2007.0,0.08
1012,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",2009.0,0.19
1013,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,2010.0,0.07
1014,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,2006.0,0.1
1015,Bolt,2008.0,1.89
1016,Bombastic,2002.0,0.05
1017,Bomberman,1985.0,1.03
1018,Bomberman,2005.0,0.16
1019,Bomberman,2006.0,0.15
1020,Bomberman,2008.0,0.01
1021,Bomberman (jp sales),2006.0,0.01
1022,Bomberman 2,2008.0,0.02
1023,Bomberman 64,1997.0,1.04
1024,Bomberman 64: The Second Attack!,1999.0,0.17
1025,Bomberman B-Daman,1996.0,0.17
1026,Bomberman Fantasy Race,1998.0,0.02
1027,Bomberman Generation,2002.0,0.25
1028,Bomberman Hero,1998.0,0.47
1029,Bomberman II,1991.0,0.44
1030,Bomberman Jetters,2002.0,0.08
1031,Bomberman Land,2000.0,0.16
1032,Bomberman Land,2007.0,0.23
1033,Bomberman Land Touch!,2006.0,0.09
1034,Bomberman Land Touch! 2,2007.0,0.16
1035,Bomberman Max 2: Blue Advance,2002.0,0.09
1036,Bomberman Max 2: Red Advance,2002.0,0.07
1037,Bomberman Party Edition,1998.0,0.12
1038,Bomberman Story DS,2007.0,0.02
1039,Bomberman Tournament,2001.0,0.25
1040,Bomberman World,1998.0,0.33
1041,Bomberman: Act Zero,2006.0,0.04
1042,Boogie,2007.0,0.96
1043,Boogie SuperStar,2008.0,0.24
1044,Book of Spells,2012.0,0.7
1045,Bookworm,2004.0,0.03
1046,Bookworm,2009.0,0.34
1047,Bookworm Deluxe,2006.0,0.01
1048,Boom Blox,2008.0,1.23
1049,Boom Blox Bash Party,2009.0,0.47
1050,BoomBots,1999.0,0.11
1051,Boot Camp Academy,2010.0,0.03
1052,Borderlands,2009.0,5.7299999999999995
1053,Borderlands 2,2012.0,6.279999999999999
1054,Borderlands 2,2014.0,0.83
1055,Borderlands: Double Game Add-On Pack,2010.0,0.13
1056,Borderlands: The Handsome Collection,2015.0,1.25
1057,Borderlands: The Pre-Sequel,2014.0,1.71
1058,Botanicula,2012.0,0.03
1059,Bottom of the 9th,1996.0,0.14
1060,Bottom of the 9th,1999.0,0.37
1061,Bottom of the 9th '97,1997.0,0.02
1062,Bottom of the 9th '99,1998.0,0.05
1063,Boulder Dash: Rocks!,2007.0,0.03
1064,Bound By Flame,2014.0,0.2
1065,Bounty Hounds,2006.0,0.03
1066,Boxer's Road,1995.0,0.36
1067,Boxing,1980.0,0.77
1068,Boxing,2000.0,0.07
1069,Boxing Fever,2001.0,0.08
1070,Braid,2009.0,0.03
1071,Brain Age 2: More Training in Minutes a Day,2005.0,15.3
1072,Brain Age: Concentration Training,2012.0,0.09
1073,Brain Age: Train Your Brain in Minutes a Day,2005.0,20.22
1074,Brain Assist,2007.0,0.13
1075,Brain Boost: Beta Wave,2005.0,0.15
1076,Brain Boost: Gamma Wave,2005.0,0.15
1077,Brain Challenge,2008.0,0.45
1078,Brain Dead 13,1996.0,0.02
1079,Brain Exercise With Dr. Kawashima,2009.0,0.01
1080,Brain Quest: Grades 3 & 4,2008.0,0.07
1081,Brain Quest: Grades 5 & 6,2008.0,0.11
1082,Brain Voyage,2008.0,0.09
1083,Brandish: The Dark Revenant,2009.0,0.02
1084,Bratz,2002.0,0.13
1085,Bratz 4 Real,2007.0,0.57
1086,Bratz Kidz,2008.0,0.21000000000000002
1087,Bratz Ponyz,2007.0,0.28
1088,Bratz Ponyz 2,2008.0,0.26
1089,Bratz: Forever Diamondz,2006.0,1.7
1090,Bratz: Girlz Really Rock,2008.0,0.76
1091,Bratz: Rock Angelz,2004.0,0.54
1092,Bratz: Rock Angelz,2005.0,0.5800000000000001
1093,Bratz: Super Babyz,2008.0,0.29
1094,Bratz: The Movie,2007.0,0.75
1095,Brave Fencer Musashi,1998.0,1.14
1096,Brave Story: Boku no Kioku to Negai,2006.0,0.02
1097,Brave Story: New Traveler (US sales),2006.0,0.11
1098,Brave Story: New Traveller (jp sales),2006.0,0.05
