,Name,Year,Global_Sales
11010,Total Overdose: A Gunslinger's Tale in Mexico,2005.0,0.11
11011,Total War Attila: Tyrants & Kings,2016.0,0.01
11012,Total War: Attila,2015.0,0.23
11013,Total War: Rome II,2013.0,0.76
11014,Total War: Shogun 2,2011.0,0.59
11015,Total War: Shogun 2 - Fall of the Samurai,2012.0,0.2
11016,Total War: WARHAMMER,2016.0,0.1
11017,Totaled!,2002.0,0.07
11018,Totally Spies!,2005.0,0.03
11019,Totally Spies! 2: Undercover,2006.0,0.02
11020,Totally Spies! Totally Party,2008.0,0.15000000000000002
11021,Tottadoo! Yoiko no Mujintou Seikatsu,2008.0,0.19
11022,Touch 'N' Play Collection,2010.0,0.07
11023,Touch Detective,2006.0,0.1
11024,Touch Detective (JP sales),2006.0,0.02
11025,Touch Detective 2 1/2,2007.0,0.11
11026,Touch Detective 3: Does Funghi Dream of Bananas?,2014.0,0.01
11027,Touch Detective: Nameko Shigeru,2013.0,0.07
11028,Touch Mechanic,2008.0,0.1
11029,Touch My Katamari,2011.0,0.14
11030,Touch Shot! Love Application,2012.0,0.03
11031,Touch the Dead,2007.0,0.22
11032,TouchMaster,2007.0,2.01
11033,TouchMaster 2,2008.0,0.9
11034,TouchMaster 3,2009.0,0.44
11035,TouchMaster 3(Others sales),2009.0,0.26
11036,TouchMaster: Connect,2010.0,0.31
11037,Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,2005.0,0.3
11038,Touhou Genso Rondo: Bullet Ballet,2016.0,0.02
11039,Toukiden 2,2016.0,0.21
11040,Toukiden Kiwami,2014.0,0.35
11041,Toukiden Kiwami,2015.0,0.17
11042,Toukiden: The Age of Demons,2013.0,0.56
11043,Tour de France 2014,2014.0,0.05
11044,Tourist Trophy: The Real Riding Simulator,2006.0,0.68
11045,Tournament Pool,2009.0,0.11
11046,Tournament of Legends,2010.0,0.07
11047,Toushin Toshi,2014.0,0.03
11048,Toxic Grind,2002.0,0.02
11049,Toy Shop,2008.0,0.03
11050,Toy Soldiers: War Chest,2015.0,0.12000000000000001
11051,Toy Story 2: Buzz Lightyear to the Rescue!,1998.0,1.71
11052,Toy Story 2: Buzz Lightyear to the Rescue!,1999.0,0.93
11053,Toy Story 3: The Video Game,2010.0,6.080000000000001
11054,Toy Story Mania!,2009.0,1.92
11055,Toy Story Racer,2001.0,0.15
11056,Trace Memory,2005.0,0.3
11057,TrackMania DS,2008.0,0.08
11058,TrackMania Turbo,2016.0,0.39
11059,TrackMania Turbo: Build to Race,2010.0,0.05
11060,TrackMania: Build to Race,2010.0,0.24
11061,Trade & Battle: Card Hero,2000.0,0.2
11062,Train Simulator 2016,2015.0,0.04
11063,TransFormers Animated: The Game,2008.0,0.17
11064,Transformer: Rise of the Dark Spark,2014.0,0.69
11065,Transformer: Rise of the Dark Spark (3DS),2014.0,0.07
11066,Transformers,2004.0,1.29
11067,Transformers: Autobots / Decepticons,2007.0,1.24
11068,Transformers: Beast Wars Transmetals,2000.0,0.11
11069,Transformers: Cybertron Adventures,2010.0,0.28
11070,Transformers: Dark of the Moon,2011.0,1.0499999999999998
11071,Transformers: Dark of the Moon - Autobots/Decepticons,2011.0,0.46
11072,Transformers: Devastation,2015.0,0.58
11073,Transformers: Fall of Cybertron,2012.0,0.86
11074,Transformers: Prime,2012.0,0.33000000000000007
11075,Transformers: Revenge of the Fallen (DS Versions),2009.0,0.33
11076,Transformers: Revenge of the Fallen (Wii & PS2 Version),2009.0,0.45
11077,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009.0,2.74
11078,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007.0,3.3699999999999997
11079,Transformers: War for Cybertron (DS Version),2010.0,0.24
11080,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",2010.0,1.0999999999999999
11081,Transformers: War for Cybertron -- Decepticons,2010.0,0.13
11082,Transworld Snowboarding,2002.0,0.09
11083,Transworld Surf,2002.0,0.19
11084,Trap Gunner: Countdown to Oblivion,1998.0,0.03
11085,Trapped Dead,2011.0,0.02
11086,Trapt,2005.0,0.06
11087,Trauma Center: New Blood,2007.0,0.3
11088,Trauma Center: Second Opinion,2006.0,0.35
11089,Trauma Center: Under the Knife,2005.0,0.37
11090,Trauma Center: Under the Knife 2,2008.0,0.11
11091,Travel Coach: Europe 1,2008.0,0.03
11092,Travel Games For Dummies,2008.0,0.15
11093,Treasure Chase,2011.0,0.02
11094,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,2007.0,0.03
11095,Treasure Hunter G,1996.0,0.2
11096,Treasure Report: Kikai Jikake no Isan,2011.0,0.05
11097,Treasure World,2009.0,0.2
11098,Treasures of the Deep,1997.0,0.19
11099,Trials Fusion,2014.0,0.7
11100,Trick DS-han: Kakushi Kami no Sumukan,2010.0,0.07
11101,Trick x Logic: Season 1,2010.0,0.05
11102,Trick x Logic: Season 2,2010.0,0.04
11103,Trigger Man,2004.0,0.23
11104,Triggerheart Excelica Enhanced,2009.0,0.02
11105,Triggerheart Exelica,2007.0,0.02
11106,Trine,2009.0,0.01
11107,Trine 2,2011.0,0.04
11108,Trine 2,2012.0,0.03
11109,Tringo,2006.0,0.01
11110,Trinity Universe,2009.0,0.18
11111,Triple Crown Championship Snowboarding,2010.0,0.02
11112,Triple Pack: Xbox Live Arcade Compilation,2011.0,0.03
11113,Triple Play 2000,1999.0,1.71
11114,Triple Play 2001,2000.0,1.33
11115,Triple Play 2002,2002.0,1.12
11116,Triple Play 97,1996.0,0.38
11117,Triple Play 98,1997.0,1.1
11118,Trivial Pursuit,2009.0,1.51
11119,Trivial Pursuit unhinged,2004.0,0.28
11120,Trivial Pursuit: Bet You Know It,2011.0,0.16
11121,Trollz: Hair Affair!,2005.0,0.04
11122,Tron 2.0: Killer App,2004.0,0.12
11123,Tropico 3,2009.0,0.27
11124,Tropico 3: Gold Edition,2010.0,0.01
11125,Tropico 4,2011.0,0.27
11126,Tropico 4: Modern Times,2012.0,0.02
11127,Tropico 5,2014.0,0.19
11128,Tropico 5,2015.0,0.3
11129,Tropico Reloaded,2009.0,0.02
11130,Tropix,2008.0,0.07
11131,Truck Racer,2009.0,0.02
11132,True Crime: New York City,2005.0,1.21
11133,True Crime: Streets of LA,2003.0,5.210000000000001
11134,True Love Story 3,2001.0,0.04
11135,True Pinball,1996.0,0.04
11136,True Swing Golf,2005.0,0.16
11137,Truth or Lies,2010.0,0.30000000000000004
11138,Tsugunai: Atonement,2001.0,0.06
11139,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,2015.0,0.02
11140,Tsuki no Hikari: Shizumeru Kane no Satsujin,2002.0,0.02
11141,Tsukigime Ranko's Longest Day,2014.0,0.01
11142,Tsuku Monogatari,2011.0,0.03
11143,Tsumiki: Block Drop Mania,2007.0,0.05
11144,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,2015.0,0.04
11145,Tsuyo Kiss 2 Gakki: Swift Love,2009.0,0.02
11146,Tsuyo Kiss 2 Portable,2010.0,0.02
11147,Tsuyo Kiss 3 Portable,2012.0,0.01
11148,Tsuyo Kiss: Mighty Heart,2006.0,0.03
11149,Tunnel B1,1996.0,0.09
11150,Turbo Prop Racing,1997.0,0.15
11151,Turbo Trainz,2012.0,0.01
11152,Turbo Turtle Adventure,2002.0,0.05
11153,Turbo: Super Stunt Squad,2013.0,0.13
11154,Turn It Around,2006.0,0.03
11155,Turning Point: Fall of Liberty,2008.0,0.54
11156,Turok,2008.0,1.4400000000000002
11157,Turok 2: Seeds of Evil,1997.0,1.86
11158,Turok 3: Shadow of Oblivion,2000.0,0.17
11159,Turok: Dinosaur Hunter,1997.0,0.05
11160,Turok: Evolution,2002.0,2.3600000000000003
11161,Turok: Rage Wars,1999.0,0.37
11162,Twilight Syndrome: Kinjiratera Toshi Densetsu,2008.0,0.04
11163,Twin Strike: Operation Thunder,2008.0,0.04
11164,TwinBee,1986.0,1.2
11165,Twinkle * Crusaders GoGo!,2010.0,0.02
11166,Twisted Edge Extreme Snowboarding,1998.0,0.2
11167,Twisted Metal,1995.0,1.56
11168,Twisted Metal (2012),2012.0,0.82
11169,Twisted Metal 2,1996.0,2.44
11170,Twisted Metal 4,1999.0,1.28
11171,Twisted Metal III,1998.0,1.73
11172,Twisted Metal: Black,2001.0,1.41
11173,Twisted Metal: Head On,2005.0,0.77
11174,Twister Mania,2011.0,0.13
11175,Two Worlds,2007.0,0.71
11176,Two Worlds II,2011.0,1.22
11177,Ty the Tasmanian Tiger,2002.0,1.6199999999999999
11178,Ty the Tasmanian Tiger 2: Bush Rescue,2004.0,0.97
11179,Ty the Tasmanian Tiger 3: Night of the Quinkan,2005.0,0.35000000000000003
11180,Tyco RC: Assault with a Battery,1999.0,0.11
11181,Tycoon City: New York,2006.0,0.02
11182,U-Sing,2009.0,0.36
11183,U-Sing  2,2010.0,0.09
11184,U-Sing: Girls Night,2010.0,0.25
11185,UEFA Champions League 2006-2007,2007.0,0.060000000000000005
11186,UEFA Euro 2004: Portugal,2004.0,0.19
11187,UEFA Euro 2008 Austria-Switzerland,2008.0,1.33
11188,UEFA Euro 2016,2016.0,0.39
11189,UFC 2009 Undisputed,2009.0,3.84
11190,UFC Personal Trainer: The Ultimate Fitness System,2011.0,1.18
11191,UFC Undisputed 2010,2010.0,2.96
11192,UFC Undisputed 3,2012.0,2.05
11193,UFC: Sudden Impact,2004.0,0.18
11194,UFC: Tapout,2002.0,0.2
11195,UFC: Tapout 2,2003.0,0.1
11196,UFO: Trilogy,2007.0,0.02
11197,UK Truck Simulator,2010.0,0.03
11198,UN Squadron,1991.0,0.12
11199,UNO / Skip-Bo / UNO Freefall,2006.0,0.1
11200,UNO 52,2006.0,0.02
11201,USA Today Crossword Challenge,2008.0,0.12
11202,USA Today Puzzle Craze,2009.0,0.1
11203,Uchi no 3 Shimai DS,2008.0,0.02
11204,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,2009.0,0.01
11205,Uchuu Keiji Tamashii: The Space Sheriff Spirits,2006.0,0.02
11206,Ukiyo no Roushi,2015.0,0.02
11207,Ukiyo no Shishi,2015.0,0.03
11208,Ultimate Band,2008.0,0.48
11209,Ultimate Block Party,2004.0,0.03
11210,Ultimate Board Game Collection,2006.0,0.01
11211,Ultimate Board Game Collection,2007.0,0.22
11212,Ultimate Brain Games,2003.0,0.08
11213,Ultimate Card Games,2003.0,0.12
11214,Ultimate Card Games DS,2008.0,0.08
11215,Ultimate Duck Hunting,2009.0,0.08
11216,Ultimate Duck Hunting: Hunting & Retrieving Ducks,2007.0,0.23
11217,Ultimate Fighting Championship,2000.0,0.25
11218,Ultimate Fighting Championship: Throwdown,2002.0,0.4
11219,Ultimate Game Room,2009.0,0.04
11220,Ultimate Ghosts 'n Goblins,2006.0,0.08
11221,Ultimate Ghosts 'n Goblins (JP sales),2006.0,0.05
11222,Ultimate I Spy,2008.0,0.49
11223,Ultimate Marvel vs. Capcom 3,2011.0,0.5
11224,Ultimate Mortal Kombat,2007.0,0.11
11225,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,2002.0,0.14
11226,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,2002.0,0.1
11227,Ultimate NES Remix,2014.0,0.27
11228,Ultimate Party Challenge,2009.0,0.08
11229,Ultimate Puzzle Games,2005.0,0.02
11230,Ultimate Puzzle Games: Sudoku Edition,2007.0,0.12
11231,Ultimate Shooting Collection,2008.0,0.08
11232,Ultimate Spider-Man,2005.0,1.94
11233,Ultra Bust-A-Move,2004.0,0.05
11234,Ultra Street Fighter IV,2015.0,0.1
11235,Ultraman Fighting Evolution 0,2006.0,0.01
11236,Ultraman Fighting Evolution 3,2004.0,0.01
11237,Ultraman Star Chronicles,2013.0,0.02
11238,Um Jammer Lammy,1998.0,0.66
11239,Umihara Kawase Jun: Second Edition Kanzenban,2009.0,0.01
11240,Umineko no Naku Koro ni Portable 1,2011.0,0.01
11241,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,2010.0,0.02
11242,UnchainBlades EXXiV,2012.0,0.04
11243,Unchained Blades,2011.0,0.1
11244,Uncharted 2: Among Thieves,2009.0,6.73
11245,Uncharted 3: Drake's Deception,2011.0,6.83
11246,Uncharted 4: A Thief's End,2016.0,4.2
11247,Uncharted: Drake's Fortune,2007.0,4.94
11248,Uncharted: Golden Abyss,2011.0,1.74
11249,Uncharted: The Nathan Drake Collection,2015.0,4.47
11250,Undead Knights,2009.0,0.12
11251,Under Night In-Birth,2014.0,0.13
11252,Under the Skin,2004.0,0.03
11253,Underground Pool,2007.0,0.03
11254,Unending Bloody Call,2012.0,0.01
11255,Unison: Rebels of Rhythm & Dance,2000.0,0.04
11256,Unit 13,2012.0,0.55
11257,Universal Studios Theme Parks Adventure,2001.0,0.1
11258,Universe at War: Earth Assault,2008.0,0.1
11259,Unlimited Saga,2002.0,0.77
11260,Unou no Tatsujin: Soukai! Machigai Museum 2,2007.0,0.09
11261,Unreal Anthology,2006.0,0.02
11262,Unreal Championship,2002.0,0.74
11263,Unreal II: The Awakening,2004.0,0.21
11264,Unreal Tournament,2000.0,0.58
11265,Unreal Tournament 2003,2002.0,0.01
11266,Unreal Tournament 2004,2004.0,0.02
11267,Unreal Tournament III,2007.0,0.73
11268,Unreal Tournament III,2008.0,0.47
11269,Unsolved Crimes,2008.0,0.05
11270,Until Dawn,2015.0,1.64
11271,Untold Legends: Brotherhood of the Blade,2005.0,1.1
11272,Untold Legends: Dark Kingdom,2006.0,0.2
11273,Untold Legends: The Warriors Code,2006.0,0.33
11274,Up,2009.0,2.65
11275,Uppers,2016.0,0.01
11276,Uprising X,1998.0,0.07
11277,Urakata Hakuoki,2013.0,0.02
11278,Urban Chaos,1999.0,0.1
11279,Urban Chaos: Riot Response,2006.0,0.08
11280,Urban Reign,2005.0,0.08
11281,Uru: Ages Beyond Myst,2003.0,0.02
11282,Usavichi: Game no Jikan,2011.0,0.02
11283,Uta Kumi 575,2014.0,0.02
11284,Uta no * Prince-Sama,2010.0,0.02
11285,Uta no * Prince-Sama: All Star,2013.0,0.12
11286,Uta no * Prince-Sama: Repeat,2011.0,0.14
11287,Uta no * Prince-Sama: Sweet Serenade,2011.0,0.01
11288,Uta no Prince-Sama: All Star After Secret,2015.0,0.08
11289,Uta no Prince-Sama: Debut,2012.0,0.09
11290,Uta no Prince-Sama: Music,2011.0,0.1
11291,Uta no Prince-Sama: Music 2,2013.0,0.09
11292,Uta no Prince-Sama: Music 3,2016.0,0.05
11293,Utawarerumono Portable,2009.0,0.03
11294,Utawarerumono: Chiriyukusha e no Komoriuta,2006.0,0.11
11295,Utawarerumono: Futari no Hakuoro,2016.0,0.09999999999999999
11296,Utawarerumono: Itsuwari no Kamen,2015.0,0.18
11297,V-Rally 3,2002.0,0.11
11298,V-Rally 3,2003.0,0.02
11299,V-Rally Edition 99,1998.0,0.09
11300,VMX Racing,1997.0,0.28
11301,VR Golf '97,1996.0,0.17
11302,VR Soccer '96,1996.0,0.05
11303,Vacation Isle: Beach Party,2010.0,0.12
11304,Vacation Sports,2009.0,0.11
11305,Vagrant Story,2000.0,0.87
11306,Valentino Rossi: The Game,2016.0,0.09
11307,Valhalla Knights,2006.0,0.24
11308,Valhalla Knights 2,2008.0,0.23
11309,Valhalla Knights 2: Battle Stance,2009.0,0.04
11310,Valhalla Knights 3,2013.0,0.19
11311,Valhalla Knights: Eldar Saga,2009.0,0.14
11312,Valkyria Chronicles,2008.0,1.29
11313,Valkyria Chronicles,2016.0,0.17
11314,Valkyria Chronicles II,2010.0,0.54
11315,Valkyrie Drive: Bhikkhuni,2015.0,0.08
11316,Valkyrie Profile,1999.0,0.81
11317,Valkyrie Profile 2: Silmeria,2006.0,0.47
11318,Valkyrie Profile: Covenant of the Plume,2008.0,0.42
11319,Valkyrie Profile: Lenneth,2006.0,0.36
11320,Vampire Knight DS,2009.0,0.07
11321,Vampire Legends: Power of Three,2010.0,0.07
11322,Vampire Mansion: Linda Hyde,2011.0,0.02
11323,Vampire Moon: The Mystery of the Hidden Sun,2010.0,0.14
11324,Vampire Night,2001.0,0.14
11325,Vampire Rain,2007.0,0.21
11326,Vampire Rain: Altered Species,2008.0,0.06
11327,Vampire Savior: The Lord of Vampire,1998.0,0.18
11328,Van Helsing,2004.0,0.54
11329,Van Helsing,2007.0,0.18
11330,Vanark,1999.0,0.01
11331,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,2010.0,0.58
11332,Vandal Hearts,1996.0,0.45
11333,Vandal Hearts II,1999.0,0.1
11334,Vanguard Bandits,1998.0,0.07
11335,Vanishing Point,2001.0,0.1
11336,Vanquish,2010.0,1.04
11337,Vantage Master Portable,2008.0,0.02
11338,Vegas Casino,2007.0,0.03
11339,Veggy World,2011.0,0.02
11340,Vehicular Combat League presents Motor Mayhem,2001.0,0.16
11341,Velvet Assassin,2009.0,0.18
11342,Venetica,2009.0,0.05
11343,Venetica,2010.0,0.26
11344,Venus & Braves: Majo to Megami to Horobi no Yogen,2011.0,0.05
11345,Vertigo,2009.0,0.05
11346,Vexx,2003.0,0.39999999999999997
11347,Victorious Boxers: Ippo's Road to Glory,2000.0,0.47
11348,Victorious Boxers: Revolution,2007.0,0.14
11349,Victorious: Hollywood Arts Debut,2011.0,0.16
11350,Victorious: Time to Shine,2011.0,0.13
11351,Victory Spike,1996.0,0.01
11352,Victory Zone,1995.0,0.11
11353,Vietcong,2003.0,0.02
11354,Vietcong: Purple Haze,2004.0,0.26
11355,Viewpoint,1995.0,0.07
11356,Viewtiful Joe,2003.0,0.62
11357,Viewtiful Joe,2004.0,0.28
11358,Viewtiful Joe 2,2004.0,0.43
11359,Viewtiful Joe: Double Trouble!,2005.0,0.11
11360,Viewtiful Joe: Red Hot Rumble,2005.0,0.06
11361,Viewtiful Joe: Red Hot Rumble,2006.0,0.09
11362,Vigilante 8,1998.0,1.54
11363,Vigilante 8: 2nd Offense,1999.0,0.48
11364,Vigilante 8: 2nd Offense,2000.0,0.11
11365,Viking: Battle for Asgard,2008.0,0.8400000000000001
11366,Vin Diesel: Wheelman,2009.0,0.79
11367,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,2011.0,0.02
11368,Virtua Cop,1995.0,0.62
11369,Virtua Cop 2,1996.0,0.3
11370,Virtua Fighter,1994.0,1.07
11371,Virtua Fighter 2,1995.0,1.93
11372,Virtua Fighter 3tb,1998.0,0.37
11373,Virtua Fighter 4,2002.0,1.81
11374,Virtua Fighter 4: Evolution,2003.0,0.71
11375,Virtua Fighter 5,2007.0,1.09
11376,Virtua Fighter 5 Online,2007.0,0.28
11377,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,1995.0,0.11
11378,Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,1995.0,0.08
11379,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,1995.0,0.09
11380,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,1995.0,0.12
11381,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,1995.0,0.05
11382,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,1995.0,0.04
11383,Virtua Fighter Kids,1995.0,0.23
11384,Virtua Pro Football,2006.0,0.02
11385,Virtua Racing,1994.0,0.26
11386,Virtua Striker 2,1999.0,0.32
11387,Virtua Striker 2002,2002.0,0.05
11388,Virtua Tennis,2002.0,0.18
11389,Virtua Tennis 2009,2009.0,1.09
11390,Virtua Tennis 3,2007.0,1.1700000000000002
11391,Virtua Tennis 4,2011.0,0.8800000000000001
11392,Virtua Tennis 4: World Tour,2011.0,0.47
11393,Virtua Tennis: World Tour (US & Others sales),2005.0,0.67
11394,Virtua Tennis: World Tour (jp sales),2005.0,0.02
11395,Virtual Chess 64,1998.0,0.06
11396,Virtual Hydlide,1995.0,0.11
11397,Virtual Kasparov,2002.0,0.02
11398,Virtual Pool,1997.0,0.51
11399,Virtual Pool 64,1998.0,0.1
11400,Virtual Pool: Tournament Edition,2005.0,0.03
11401,Virtual Pro Wrestling,1996.0,0.1
11402,Virtual Soccer,1993.0,0.53
11403,Virtual Villagers: A New Home,2010.0,0.05
11404,Virus,1997.0,0.08
11405,Vitamin R,2013.0,0.02
11406,Vitamin X,2007.0,0.01
11407,Vitamin X Evolution,2008.0,0.03
11408,Vitamin X Evolution Plus,2010.0,0.02
11409,Vitamin X to Z,2011.0,0.06
11410,Vitamin X: Detective B6,2012.0,0.02
11411,Vitamin Y,2008.0,0.01
11412,Vitamin Z,2009.0,0.03
11413,Vitamin Z Revolution,2010.0,0.02
11414,Viva Pinata,2006.0,1.63
11415,Viva Pinata,2007.0,0.02
11416,Viva Pinata: Party Animals,2007.0,0.24
11417,Viva Pinata: Pocket Paradise,2008.0,0.56
11418,Viva Pinata: Trouble in Paradise,2008.0,0.48
11419,Viz,1998.0,0.29
11420,Volleyball,1987.0,2.15
11421,Voodoo Chronicles: First Sign,2011.0,0.01
11422,Voodoo Vince,2003.0,0.12
11423,W.L.O. Sekai Renai Kikousen,2010.0,0.02
11424,WCW Backstage Assault,1999.0,0.21
11425,WCW Mayhem,1998.0,1.22
11426,WCW Mayhem,1999.0,0.79
11427,WCW Nitro,1998.0,2.09
11428,WCW vs the World,1998.0,1.46
11429,WCW vs. nWo: World Tour,1997.0,1.69
11430,WCW/NWO Thunder,1998.0,1.69
11431,WCW/nWo Revenge,1998.0,2.38
11432,WRC 2: FIA World Rally Championship,2011.0,0.27
11433,WRC 5: FIA World Rally Championship,2015.0,0.28
11434,WRC: FIA World Rally Championship,2005.0,0.04
11435,WRC: World Rally Championship,2001.0,0.25
11436,WSC REAL 09: World Snooker Championship,2009.0,0.02
11437,WSC Real 11: World Snooker Championship,2011.0,0.13
11438,WTA Tour Tennis,2001.0,0.05
11439,WTA Tour Tennis,2002.0,0.03
11440,WTF: Work Time Fun,2005.0,0.04
11441,WWE '12,2011.0,2.81
11442,WWE '13,2012.0,2.83
11443,WWE 2K14,2013.0,2.32
11444,WWE 2K15,2014.0,3.23
11445,WWE 2K16,2015.0,2.86
11446,WWE All Stars,2011.0,1.5
11447,WWE Crush Hour,2003.0,0.43
11448,WWE Day of Reckoning,2004.0,0.45
11449,WWE Day of Reckoning 2,2005.0,0.34
11450,WWE Raw 2,2003.0,0.56
11451,WWE Road to WrestleMania X8,2002.0,0.27
11452,WWE SmackDown vs Raw 2008,2007.0,7.409999999999999
11453,WWE SmackDown vs. RAW 2007,2006.0,3.76
11454,WWE SmackDown vs. Raw 2009,2008.0,4.88
11455,WWE SmackDown vs. Raw 2010,2009.0,5.21
11456,WWE SmackDown vs. Raw 2011,2010.0,3.54
11457,WWE SmackDown! Here Comes the Pain,2003.0,2.8
11458,WWE SmackDown! Shut Your Mouth,2002.0,3.02
11459,WWE SmackDown! vs. RAW 2006,2005.0,3.34
11460,WWE SmackDown! vs. Raw,2002.0,2.83
11461,WWE Survivor Series,2004.0,0.13
11462,WWE WrestleMania 21,2005.0,0.45
11463,WWE Wrestlemania X8,2002.0,0.49
11464,WWE Wrestlemania XIX,2003.0,0.33
11465,WWF Attitude,1998.0,1.76
11466,WWF Attitude,1999.0,0.71
11467,WWF No Mercy,2000.0,1.5
11468,WWF Raw,2002.0,0.55
11469,WWF SmackDown!,2000.0,3.58
11470,WWF SmackDown! 2: Know Your Role,2000.0,3.2
11471,WWF SmackDown! Just Bring It,2001.0,2.79
11472,WWF War Zone,1998.0,4.6899999999999995
11473,WWF WrestleMania 2000,1999.0,1.48
11474,WWF Wrestlemania: The Arcade Game,1995.0,0.06
11475,WWF in Your House,1996.0,0.62
11476,WWII Aces,2008.0,0.29
11477,Wacky Races: Crash & Dash,2008.0,0.51
11478,Wacky World of Sports,2009.0,0.09
11479,Wade Hixton's Counter Punch,2004.0,0.01
11480,Wakeboarding Unleashed Featuring Shaun Murray,2003.0,0.23
11481,Walk it Out!,2010.0,0.46
11482,Wall-E,2008.0,4.92
11483,Wallace & Gromit in Project Zoo,2003.0,0.33000000000000007
11484,Wallace & Gromit: Curse of the Were-Rabbit,2005.0,0.13
11485,Walt Disney Pictures Presents Enchanted,2007.0,0.07
11486,Walt Disney Pictures Presents: The Wild,2006.0,0.13
11487,Walt Disney World Quest: Magical Racing Tour,2000.0,0.45
11488,Walt Disney's The Jungle Book: Rhythm N'Groove,2000.0,0.09
11489,Walt Disney's The Jungle Book: Rhythm N'Groove,2003.0,0.25
11490,Wand of Fortune,2009.0,0.01
11491,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,2012.0,0.03
11492,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,2011.0,0.03
11493,Wand of Fortune Portable,2010.0,0.01
11494,Wand of Fortune R,2016.0,0.01
11495,Wand of Fortune: Mirai e no Prologue,2010.0,0.01
11496,Wand of Fortune: Mirai e no Prologue Portable,2010.0,0.01
11497,Wangan Midnight,2007.0,0.03
11498,Wangan Midnight Portable,2007.0,0.02
11499,Wantame Fortune Channel,2007.0,0.06
11500,Wantame Music Channel: Doko Demo Style,2007.0,0.13
